Source;Target;Type;Id;Label;Weight
1127;2770;Undirected;93;;1
2068;4517;Undirected;94;;1
3587;4602;Undirected;95;;1
3609;4759;Undirected;96;;1
4530;3171;Undirected;97;;1
2445;3801;Undirected;98;;1
2638;4590;Undirected;99;;1
188;3173;Undirected;100;;1
166;5416;Undirected;101;;1
3234;4406;Undirected;102;;1
296;296;Undirected;103;;1
3356;5533;Undirected;104;;1
2444;3193;Undirected;105;;1
1188;5416;Undirected;106;;1
2386;2422;Undirected;107;;1
3094;3609;Undirected;108;;1
2230;5885;Undirected;109;;1
2815;3000;Undirected;110;;1
958;2059;Undirected;111;;1
1201;4724;Undirected;112;;1
4097;5401;Undirected;113;;1
213;4921;Undirected;114;;1
1149;5120;Undirected;115;;1
2406;4440;Undirected;116;;1
1773;2617;Undirected;117;;1
2435;4437;Undirected;118;;1
3336;3335;Undirected;119;;1
4874;2918;Undirected;120;;1
1107;5644;Undirected;121;;1
190;3211;Undirected;122;;1
3668;4458;Undirected;123;;1
3336;4878;Undirected;124;;1
2695;5425;Undirected;125;;1
2067;3092;Undirected;126;;1
3802;4852;Undirected;127;;1
169;3665;Undirected;128;;1
1263;3498;Undirected;129;;1
2943;5082;Undirected;130;;1
492;2598;Undirected;131;;1
2609;4577;Undirected;132;;1
611;5536;Undirected;133;;1
1604;2190;Undirected;134;;1
3048;5467;Undirected;135;;1
98;3694;Undirected;136;;1
1400;4160;Undirected;137;;1
2259;2534;Undirected;138;;1
791;2111;Undirected;139;;1
3743;4811;Undirected;140;;1
579;2736;Undirected;141;;1
2193;3048;Undirected;142;;1
1595;4476;Undirected;143;;1
665;2890;Undirected;144;;1
1762;3765;Undirected;145;;1
837;997;Undirected;146;;1
2059;3793;Undirected;147;;1
603;2041;Undirected;148;;1
2030;5128;Undirected;149;;1
4125;5051;Undirected;150;;1
213;3074;Undirected;151;;1
2197;5543;Undirected;152;;1
733;4478;Undirected;153;;1
819;5861;Undirected;154;;1
3264;3203;Undirected;155;;1
4096;4960;Undirected;156;;1
589;4211;Undirected;157;;1
1990;4470;Undirected;158;;1
1686;5508;Undirected;159;;1
3273;3664;Undirected;160;;1
136;3680;Undirected;161;;1
5421;5802;Undirected;162;;1
1292;2454;Undirected;163;;1
803;5553;Undirected;164;;1
4172;4240;Undirected;165;;1
291;4435;Undirected;166;;1
220;3471;Undirected;167;;1
1726;4318;Undirected;168;;1
169;2230;Undirected;169;;1
1476;4962;Undirected;170;;1
4226;2452;Undirected;171;;1
579;2209;Undirected;172;;1
3094;4759;Undirected;173;;1
1787;3460;Undirected;174;;1
2645;3879;Undirected;175;;1
391;3035;Undirected;176;;1
3648;4760;Undirected;177;;1
937;3367;Undirected;178;;1
1624;5416;Undirected;179;;1
2160;4159;Undirected;180;;1
2309;5867;Undirected;181;;1
2953;5311;Undirected;182;;1
3726;5410;Undirected;183;;1
2154;2386;Undirected;184;;1
619;4385;Undirected;185;;1
1456;3273;Undirected;186;;1
609;1400;Undirected;187;;1
112;813;Undirected;188;;1
634;3956;Undirected;189;;1
1864;2219;Undirected;190;;1
151;3539;Undirected;191;;1
3306;4081;Undirected;192;;1
143;4812;Undirected;193;;1
1273;2937;Undirected;194;;1
1439;5396;Undirected;195;;1
2819;4857;Undirected;196;;1
1404;5661;Undirected;197;;1
2530;3261;Undirected;198;;1
2565;3550;Undirected;199;;1
516;2041;Undirected;200;;1
2505;3280;Undirected;201;;1
319;3363;Undirected;202;;1
579;3696;Undirected;203;;1
294;3950;Undirected;204;;1
1684;3369;Undirected;205;;1
2617;3281;Undirected;206;;1
513;1678;Undirected;207;;1
3400;4234;Undirected;208;;1
1371;5072;Undirected;209;;1
3541;5329;Undirected;210;;1
639;1374;Undirected;211;;1
1488;4975;Undirected;212;;1
2815;4821;Undirected;213;;1
2652;5221;Undirected;214;;1
4288;5175;Undirected;215;;1
2373;4972;Undirected;216;;1
1547;4924;Undirected;217;;1
4674;5292;Undirected;218;;1
2802;4845;Undirected;219;;1
453;5483;Undirected;220;;1
797;5584;Undirected;221;;1
1441;1456;Undirected;222;;1
992;1404;Undirected;223;;1
650;4758;Undirected;224;;1
1067;3374;Undirected;225;;1
787;2441;Undirected;226;;1
2188;3892;Undirected;227;;1
1223;5402;Undirected;228;;1
2289;2992;Undirected;229;;1
1970;1421;Undirected;230;;1
2135;5882;Undirected;231;;1
1214;5536;Undirected;232;;1
1371;4525;Undirected;233;;1
1924;3008;Undirected;234;;1
1796;5885;Undirected;235;;1
3336;2562;Undirected;236;;1
4551;5245;Undirected;237;;1
1864;2329;Undirected;238;;1
3171;4214;Undirected;239;;1
191;3737;Undirected;240;;1
2379;530;Undirected;241;;1
442;1673;Undirected;242;;1
739;655;Undirected;243;;1
1099;2831;Undirected;244;;1
433;3130;Undirected;245;;1
762;4423;Undirected;246;;1
1562;2107;Undirected;247;;1
4284;4838;Undirected;248;;1
688;3189;Undirected;249;;1
2059;5180;Undirected;250;;1
3568;5569;Undirected;251;;1
3460;5733;Undirected;252;;1
5229;5618;Undirected;253;;1
2424;5422;Undirected;254;;1
4874;5228;Undirected;255;;1
1744;4944;Undirected;256;;1
3140;3883;Undirected;257;;1
3400;4081;Undirected;258;;1
748;922;Undirected;259;;1
1694;5229;Undirected;260;;1
195;4011;Undirected;261;;1
2874;5235;Undirected;262;;1
1101;1448;Undirected;263;;1
1199;2851;Undirected;264;;1
3576;4533;Undirected;265;;1
3864;4866;Undirected;266;;1
3081;1073;Undirected;267;;1
700;4217;Undirected;268;;1
3362;3956;Undirected;269;;1
1292;2495;Undirected;270;;1
2742;4465;Undirected;271;;1
1625;4672;Undirected;272;;1
2713;5800;Undirected;273;;1
4992;3162;Undirected;274;;1
79;2770;Undirected;275;;1
2474;4651;Undirected;276;;1
1458;1374;Undirected;277;;1
1676;5154;Undirected;278;;1
277;5052;Undirected;279;;1
100;3857;Undirected;280;;1
801;3273;Undirected;281;;1
1202;3885;Undirected;282;;1
137;5227;Undirected;283;;1
2805;5803;Undirected;284;;1
547;5184;Undirected;285;;1
731;4342;Undirected;286;;1
1965;5387;Undirected;287;;1
438;4268;Undirected;288;;1
445;3406;Undirected;289;;1
1933;4426;Undirected;290;;1
1864;2405;Undirected;291;;1
4378;1086;Undirected;292;;1
726;2445;Undirected;293;;1
210;2512;Undirected;294;;1
3641;4459;Undirected;295;;1
3883;4630;Undirected;296;;1
44;3283;Undirected;297;;1
1344;1466;Undirected;298;;1
1703;2342;Undirected;299;;1
2054;2798;Undirected;300;;1
2361;4571;Undirected;301;;1
938;1371;Undirected;302;;1
4197;4987;Undirected;303;;1
1499;2095;Undirected;304;;1
3848;3872;Undirected;305;;1
1648;5692;Undirected;306;;1
4530;859;Undirected;307;;1
676;1909;Undirected;308;;1
1581;5628;Undirected;309;;1
2515;4525;Undirected;310;;1
4247;4745;Undirected;311;;1
2386;2412;Undirected;312;;1
3793;4525;Undirected;313;;1
611;1936;Undirected;314;;1
1807;4795;Undirected;315;;1
3319;2956;Undirected;316;;1
696;2253;Undirected;317;;1
1263;2417;Undirected;318;;1
2738;5726;Undirected;319;;1
97;4390;Undirected;320;;1
1471;2167;Undirected;321;;1
3148;4419;Undirected;322;;1
1327;5732;Undirected;323;;1
1825;5076;Undirected;324;;1
1301;1864;Undirected;325;;1
1194;4622;Undirected;326;;1
1271;2791;Undirected;327;;1
4080;4643;Undirected;328;;1
2455;4258;Undirected;329;;1
597;3931;Undirected;330;;1
4294;3373;Undirected;331;;1
2046;2852;Undirected;332;;1
706;5489;Undirected;333;;1
4293;4856;Undirected;334;;1
1469;2077;Undirected;335;;1
2937;5889;Undirected;336;;1
505;5889;Undirected;337;;1
1155;3891;Undirected;338;;1
4193;4228;Undirected;339;;1
3;1172;Undirected;340;;1
1355;3326;Undirected;341;;1
3460;5882;Undirected;342;;1
1788;5542;Undirected;343;;1
5546;5800;Undirected;344;;1
1047;2025;Undirected;345;;1
178;2996;Undirected;346;;1
578;2825;Undirected;347;;1
4855;2798;Undirected;348;;1
4985;5905;Undirected;349;;1
1521;5141;Undirected;350;;1
319;5416;Undirected;351;;1
434;4876;Undirected;352;;1
1188;2572;Undirected;353;;1
3981;4356;Undirected;354;;1
5324;4100;Undirected;355;;1
2386;5246;Undirected;356;;1
3460;5899;Undirected;357;;1
1571;4183;Undirected;358;;1
1340;2331;Undirected;359;;1
155;3924;Undirected;360;;1
2949;3576;Undirected;361;;1
1058;1261;Undirected;362;;1
2701;5768;Undirected;363;;1
4341;5520;Undirected;364;;1
1371;1627;Undirected;365;;1
1388;2252;Undirected;366;;1
3387;5066;Undirected;367;;1
5125;5882;Undirected;368;;1
479;1282;Undirected;369;;1
2695;2986;Undirected;370;;1
1059;5188;Undirected;371;;1
613;1127;Undirected;372;;1
3569;5489;Undirected;373;;1
3281;5079;Undirected;374;;1
2741;3878;Undirected;375;;1
1409;3994;Undirected;376;;1
1483;2111;Undirected;377;;1
4774;5536;Undirected;378;;1
147;2111;Undirected;379;;1
1885;1430;Undirected;380;;1
2154;5483;Undirected;381;;1
1581;3958;Undirected;382;;1
2518;3402;Undirected;383;;1
3008;5840;Undirected;384;;1
2890;5779;Undirected;385;;1
2009;4459;Undirected;386;;1
4097;1435;Undirected;387;;1
2021;2111;Undirected;388;;1
2650;3469;Undirected;389;;1
3008;3510;Undirected;390;;1
2638;4082;Undirected;391;;1
3889;5085;Undirected;392;;1
162;2396;Undirected;393;;1
2180;5229;Undirected;394;;1
937;1862;Undirected;395;;1
1548;2386;Undirected;396;;1
2334;3883;Undirected;397;;1
3947;4679;Undirected;398;;1
1076;2760;Undirected;399;;1
3219;5726;Undirected;400;;1
169;2555;Undirected;401;;1
3008;368;Undirected;402;;1
1578;4523;Undirected;403;;1
4835;5692;Undirected;404;;1
3513;5770;Undirected;405;;1
1622;3948;Undirected;406;;1
175;5643;Undirected;407;;1
661;918;Undirected;408;;1
941;1421;Undirected;409;;1
401;2509;Undirected;410;;1
2357;4444;Undirected;411;;1
2683;5766;Undirected;412;;1
1853;4160;Undirected;413;;1
608;1930;Undirected;414;;1
2624;4116;Undirected;415;;1
3156;3440;Undirected;416;;1
133;886;Undirected;417;;1
1641;3082;Undirected;418;;1
4530;3599;Undirected;419;;1
1690;1965;Undirected;420;;1
1474;1686;Undirected;421;;1
1062;4972;Undirected;422;;1
1470;5871;Undirected;423;;1
1367;3667;Undirected;424;;1
3952;4086;Undirected;425;;1
2094;5127;Undirected;426;;1
911;5819;Undirected;427;;1
210;5076;Undirected;428;;1
2725;3322;Undirected;429;;1
2770;5421;Undirected;430;;1
2204;4670;Undirected;431;;1
1590;5718;Undirected;432;;1
1252;1885;Undirected;433;;1
1220;4987;Undirected;434;;1
72;1220;Undirected;435;;1
4195;4889;Undirected;436;;1
1042;4346;Undirected;437;;1
192;4698;Undirected;438;;1
4032;5873;Undirected;439;;1
1066;3490;Undirected;440;;1
5440;5748;Undirected;441;;1
2755;5154;Undirected;442;;1
1920;4457;Undirected;443;;1
3094;4796;Undirected;444;;1
1407;5438;Undirected;445;;1
4184;4347;Undirected;446;;1
4044;5838;Undirected;447;;1
951;3012;Undirected;448;;1
1172;5835;Undirected;449;;1
2306;3353;Undirected;450;;1
803;5189;Undirected;451;;1
1753;2515;Undirected;452;;1
1952;2862;Undirected;453;;1
1239;5477;Undirected;454;;1
3094;541;Undirected;455;;1
4;2353;Undirected;456;;1
1864;2403;Undirected;457;;1
4473;4945;Undirected;458;;1
3428;3594;Undirected;459;;1
2706;867;Undirected;460;;1
1215;3506;Undirected;461;;1
2365;2506;Undirected;462;;1
1337;3619;Undirected;463;;1
3818;5872;Undirected;464;;1
2034;5055;Undirected;465;;1
2679;5800;Undirected;466;;1
2453;4113;Undirected;467;;1
2562;5277;Undirected;468;;1
4437;4801;Undirected;469;;1
3311;5252;Undirected;470;;1
100;2258;Undirected;471;;1
479;5089;Undirected;472;;1
2770;3793;Undirected;473;;1
933;2618;Undirected;474;;1
1698;5719;Undirected;475;;1
802;3227;Undirected;476;;1
2730;3684;Undirected;477;;1
1077;4621;Undirected;478;;1
1429;4821;Undirected;479;;1
4752;5867;Undirected;480;;1
2736;2880;Undirected;481;;1
4274;5772;Undirected;482;;1
2186;2615;Undirected;483;;1
5524;4386;Undirected;484;;1
1473;3883;Undirected;485;;1
4964;5137;Undirected;486;;1
1434;5505;Undirected;487;;1
1442;4367;Undirected;488;;1
210;1853;Undirected;489;;1
113;3110;Undirected;490;;1
1372;2131;Undirected;491;;1
519;5168;Undirected;492;;1
1356;3374;Undirected;493;;1
617;2127;Undirected;494;;1
98;3121;Undirected;495;;1
4108;5391;Undirected;496;;1
933;255;Undirected;497;;1
46;4455;Undirected;498;;1
1660;3370;Undirected;499;;1
3008;3133;Undirected;500;;1
2494;5493;Undirected;501;;1
467;3663;Undirected;502;;1
480;4749;Undirected;503;;1
2933;3611;Undirected;504;;1
98;3327;Undirected;505;;1
3048;5412;Undirected;506;;1
1590;4759;Undirected;507;;1
1864;2688;Undirected;508;;1
630;3599;Undirected;509;;1
3252;5901;Undirected;510;;1
426;1571;Undirected;511;;1
1230;5841;Undirected;512;;1
2540;4293;Undirected;513;;1
637;2952;Undirected;514;;1
3156;1003;Undirected;515;;1
2690;3094;Undirected;516;;1
976;2592;Undirected;517;;1
3211;3603;Undirected;518;;1
315;3027;Undirected;519;;1
194;4017;Undirected;520;;1
1173;4708;Undirected;521;;1
3526;4306;Undirected;522;;1
4274;5052;Undirected;523;;1
3414;4032;Undirected;524;;1
1825;5797;Undirected;525;;1
2034;3117;Undirected;526;;1
2259;3438;Undirected;527;;1
1220;5855;Undirected;528;;1
3087;4175;Undirected;529;;1
679;4763;Undirected;530;;1
2437;3654;Undirected;531;;1
1448;2490;Undirected;532;;1
3438;4953;Undirected;533;;1
1374;4951;Undirected;534;;1
579;700;Undirected;535;;1
221;3178;Undirected;536;;1
98;4498;Undirected;537;;1
1199;4633;Undirected;538;;1
997;4707;Undirected;539;;1
2116;3489;Undirected;540;;1
2034;2948;Undirected;541;;1
1210;4713;Undirected;542;;1
1174;3475;Undirected;543;;1
3063;4603;Undirected;544;;1
2097;5579;Undirected;545;;1
319;3094;Undirected;546;;1
4116;5252;Undirected;547;;1
2698;3669;Undirected;548;;1
3963;4140;Undirected;549;;1
3752;4296;Undirected;550;;1
1744;5800;Undirected;551;;1
2041;5701;Undirected;552;;1
3576;3759;Undirected;553;;1
2828;5561;Undirected;554;;1
3391;4488;Undirected;555;;1
342;2502;Undirected;556;;1
1853;2964;Undirected;557;;1
2815;3630;Undirected;558;;1
1651;4525;Undirected;559;;1
396;5344;Undirected;560;;1
3567;4042;Undirected;561;;1
3127;4547;Undirected;562;;1
214;4902;Undirected;563;;1
1485;1556;Undirected;564;;1
1540;1904;Undirected;565;;1
775;2408;Undirected;566;;1
2021;4932;Undirected;567;;1
2180;5473;Undirected;568;;1
2257;3380;Undirected;569;;1
3112;5800;Undirected;570;;1
641;1707;Undirected;571;;1
4912;5459;Undirected;572;;1
560;4835;Undirected;573;;1
2168;3356;Undirected;574;;1
616;3193;Undirected;575;;1
2878;4938;Undirected;576;;1
3203;4565;Undirected;577;;1
1723;1800;Undirected;578;;1
531;4789;Undirected;579;;1
589;5151;Undirected;580;;1
1429;4542;Undirected;581;;1
4216;4667;Undirected;582;;1
2252;2327;Undirected;583;;1
18;2375;Undirected;584;;1
231;378;Undirected;585;;1
1343;3987;Undirected;586;;1
2320;3024;Undirected;587;;1
668;3607;Undirected;588;;1
1421;3363;Undirected;589;;1
1547;3372;Undirected;590;;1
1171;4672;Undirected;591;;1
961;4598;Undirected;592;;1
4541;5474;Undirected;593;;1
3487;5416;Undirected;594;;1
1766;1825;Undirected;595;;1
5770;5833;Undirected;596;;1
1675;3140;Undirected;597;;1
4874;5896;Undirected;598;;1
1662;4488;Undirected;599;;1
2524;4911;Undirected;600;;1
88;2739;Undirected;601;;1
1710;3680;Undirected;602;;1
2777;3772;Undirected;603;;1
993;5884;Undirected;604;;1
3226;3768;Undirected;605;;1
873;3752;Undirected;606;;1
961;2759;Undirected;607;;1
5508;5638;Undirected;608;;1
4135;5088;Undirected;609;;1
1578;4911;Undirected;610;;1
870;5756;Undirected;611;;1
3101;4733;Undirected;612;;1
1340;4821;Undirected;613;;1
5744;1333;Undirected;614;;1
2996;5907;Undirected;615;;1
3654;4548;Undirected;616;;1
391;2654;Undirected;617;;1
3924;4144;Undirected;618;;1
2723;5808;Undirected;619;;1
1081;2851;Undirected;620;;1
4091;4889;Undirected;621;;1
1581;4236;Undirected;622;;1
1091;4585;Undirected;623;;1
1890;4739;Undirected;624;;1
282;4084;Undirected;625;;1
190;3955;Undirected;626;;1
175;5393;Undirected;627;;1
3896;4720;Undirected;628;;1
112;1256;Undirected;629;;1
3635;3797;Undirected;630;;1
2510;2548;Undirected;631;;1
2713;4501;Undirected;632;;1
3099;5695;Undirected;633;;1
1395;4759;Undirected;634;;1
2097;3641;Undirected;635;;1
492;2951;Undirected;636;;1
1725;2338;Undirected;637;;1
4135;4476;Undirected;638;;1
3627;4838;Undirected;639;;1
413;3557;Undirected;640;;1
256;4972;Undirected;641;;1
4180;2770;Undirected;642;;1
1699;4637;Undirected;643;;1
617;5870;Undirected;644;;1
191;1339;Undirected;645;;1
5381;5828;Undirected;646;;1
3134;1903;Undirected;647;;1
2206;2698;Undirected;648;;1
5491;5498;Undirected;649;;1
1849;4438;Undirected;650;;1
2960;4286;Undirected;651;;1
3112;5581;Undirected;652;;1
2900;4132;Undirected;653;;1
1396;4496;Undirected;654;;1
246;4145;Undirected;655;;1
168;3617;Undirected;656;;1
617;5714;Undirected;657;;1
2715;4953;Undirected;658;;1
1456;4920;Undirected;659;;1
1215;2565;Undirected;660;;1
1127;2367;Undirected;661;;1
3490;5215;Undirected;662;;1
791;2386;Undirected;663;;1
3460;3574;Undirected;664;;1
94;1594;Undirected;665;;1
3300;5082;Undirected;666;;1
2111;3885;Undirected;667;;1
350;5867;Undirected;668;;1
2009;3968;Undirected;669;;1
1059;3356;Undirected;670;;1
320;3654;Undirected;671;;1
3185;3957;Undirected;672;;1
2713;3374;Undirected;673;;1
2414;2684;Undirected;674;;1
2160;3548;Undirected;675;;1
4656;5041;Undirected;676;;1
3680;5567;Undirected;677;;1
3930;3986;Undirected;678;;1
1271;2298;Undirected;679;;1
1437;2327;Undirected;680;;1
706;1723;Undirected;681;;1
403;4906;Undirected;682;;1
3268;3270;Undirected;683;;1
3552;4549;Undirected;684;;1
516;5726;Undirected;685;;1
1021;3173;Undirected;686;;1
173;2298;Undirected;687;;1
2298;4378;Undirected;688;;1
5524;2645;Undirected;689;;1
2168;5240;Undirected;690;;1
1466;5779;Undirected;691;;1
1824;4585;Undirected;692;;1
639;892;Undirected;693;;1
1324;5046;Undirected;694;;1
1167;1734;Undirected;695;;1
196;4899;Undirected;696;;1
3068;3068;Undirected;697;;1
578;5082;Undirected;698;;1
1908;3599;Undirected;699;;1
2612;5554;Undirected;700;;1
1695;3736;Undirected;701;;1
3720;3925;Undirected;702;;1
4090;5416;Undirected;703;;1
1651;3414;Undirected;704;;1
1215;2942;Undirected;705;;1
1849;2644;Undirected;706;;1
1887;2094;Undirected;707;;1
2579;4469;Undirected;708;;1
510;2757;Undirected;709;;1
3089;2218;Undirected;710;;1
1128;4812;Undirected;711;;1
354;4857;Undirected;712;;1
98;1687;Undirected;713;;1
2028;4791;Undirected;714;;1
1246;4115;Undirected;715;;1
1942;2695;Undirected;716;;1
2931;4109;Undirected;717;;1
169;4924;Undirected;718;;1
4009;1374;Undirected;719;;1
98;2524;Undirected;720;;1
2900;4806;Undirected;721;;1
848;1972;Undirected;722;;1
1122;3696;Undirected;723;;1
1965;5355;Undirected;724;;1
2025;4921;Undirected;725;;1
4715;2370;Undirected;726;;1
3130;3413;Undirected;727;;1
1690;1436;Undirected;728;;1
121;1088;Undirected;729;;1
2690;3324;Undirected;730;;1
277;3270;Undirected;731;;1
210;3801;Undirected;732;;1
191;787;Undirected;733;;1
938;5726;Undirected;734;;1
1909;5158;Undirected;735;;1
101;3831;Undirected;736;;1
1632;2647;Undirected;737;;1
957;1140;Undirected;738;;1
1937;5412;Undirected;739;;1
147;2166;Undirected;740;;1
543;1128;Undirected;741;;1
3197;4919;Undirected;742;;1
895;4539;Undirected;743;;1
1201;3154;Undirected;744;;1
3848;4081;Undirected;745;;1
479;5732;Undirected;746;;1
1629;558;Undirected;747;;1
3974;5503;Undirected;748;;1
1414;1627;Undirected;749;;1
86;4341;Undirected;750;;1
2485;5753;Undirected;751;;1
5137;5657;Undirected;752;;1
453;2017;Undirected;753;;1
2726;3099;Undirected;754;;1
4120;4694;Undirected;755;;1
1838;1974;Undirected;756;;1
1454;2807;Undirected;757;;1
5416;5808;Undirected;758;;1
388;1758;Undirected;759;;1
179;1436;Undirected;760;;1
2028;4825;Undirected;761;;1
4528;5099;Undirected;762;;1
110;4576;Undirected;763;;1
1849;4185;Undirected;764;;1
3117;3211;Undirected;765;;1
1215;2634;Undirected;766;;1
1356;4657;Undirected;767;;1
3957;5533;Undirected;768;;1
279;5871;Undirected;769;;1
2063;2946;Undirected;770;;1
2948;3849;Undirected;771;;1
3412;4319;Undirected;772;;1
767;2858;Undirected;773;;1
4339;4366;Undirected;774;;1
5616;1569;Undirected;775;;1
2175;3283;Undirected;776;;1
531;1145;Undirected;777;;1
2225;3008;Undirected;778;;1
4594;4894;Undirected;779;;1
639;835;Undirected;780;;1
2297;4915;Undirected;781;;1
3326;5064;Undirected;782;;1
1919;3668;Undirected;783;;1
334;4326;Undirected;784;;1
2059;2153;Undirected;785;;1
2088;3884;Undirected;786;;1
1323;2743;Undirected;787;;1
3251;4769;Undirected;788;;1
3853;4754;Undirected;789;;1
2546;4158;Undirected;790;;1
4530;2864;Undirected;791;;1
4995;5714;Undirected;792;;1
3665;4235;Undirected;793;;1
1217;4080;Undirected;794;;1
3709;3974;Undirected;795;;1
2306;5143;Undirected;796;;1
937;3609;Undirected;797;;1
2173;3094;Undirected;798;;1
916;2070;Undirected;799;;1
1396;2942;Undirected;800;;1
1178;3170;Undirected;801;;1
3117;3315;Undirected;802;;1
3285;4861;Undirected;803;;1
443;5099;Undirected;804;;1
724;4761;Undirected;805;;1
2648;5163;Undirected;806;;1
2770;3110;Undirected;807;;1
2260;3374;Undirected;808;;1
1275;5564;Undirected;809;;1
1324;3386;Undirected;810;;1
2777;4729;Undirected;811;;1
4857;5638;Undirected;812;;1
3760;5785;Undirected;813;;1
5517;5834;Undirected;814;;1
1340;2815;Undirected;815;;1
1928;4031;Undirected;816;;1
3714;5416;Undirected;817;;1
3366;4866;Undirected;818;;1
996;777;Undirected;819;;1
513;4831;Undirected;820;;1
1796;5844;Undirected;821;;1
859;2145;Undirected;822;;1
1610;4529;Undirected;823;;1
1870;4869;Undirected;824;;1
2222;4136;Undirected;825;;1
2551;5726;Undirected;826;;1
4964;5873;Undirected;827;;1
5310;5701;Undirected;828;;1
5212;5416;Undirected;829;;1
4070;5337;Undirected;830;;1
2336;2218;Undirected;831;;1
1651;1773;Undirected;832;;1
267;546;Undirected;833;;1
3087;3170;Undirected;834;;1
3162;3982;Undirected;835;;1
4154;5216;Undirected;836;;1
2874;2966;Undirected;837;;1
3782;5421;Undirected;838;;1
2148;1907;Undirected;839;;1
1017;3281;Undirected;840;;1
1178;5779;Undirected;841;;1
412;4071;Undirected;842;;1
412;2060;Undirected;843;;1
2097;5550;Undirected;844;;1
1684;1909;Undirected;845;;1
2906;5797;Undirected;846;;1
464;1793;Undirected;847;;1
224;1820;Undirected;848;;1
688;4547;Undirected;849;;1
154;1703;Undirected;850;;1
1115;3950;Undirected;851;;1
4116;5645;Undirected;852;;1
3200;4005;Undirected;853;;1
190;4759;Undirected;854;;1
2176;3306;Undirected;855;;1
2536;5061;Undirected;856;;1
2752;4747;Undirected;857;;1
2557;4140;Undirected;858;;1
1571;2880;Undirected;859;;1
3489;4598;Undirected;860;;1
1609;2525;Undirected;861;;1
1998;5355;Undirected;862;;1
1590;1983;Undirected;863;;1
812;1648;Undirected;864;;1
1600;4395;Undirected;865;;1
2546;4042;Undirected;866;;1
3281;4660;Undirected;867;;1
2463;4621;Undirected;868;;1
1378;5277;Undirected;869;;1
3682;5317;Undirected;870;;1
2218;4291;Undirected;871;;1
420;479;Undirected;872;;1
443;721;Undirected;873;;1
3428;4953;Undirected;874;;1
1075;2038;Undirected;875;;1
190;5557;Undirected;876;;1
851;3331;Undirected;877;;1
519;3367;Undirected;878;;1
93;1511;Undirected;879;;1
1541;1842;Undirected;880;;1
2342;3594;Undirected;881;;1
4672;4783;Undirected;882;;1
2524;5885;Undirected;883;;1
5783;5800;Undirected;884;;1
98;1849;Undirected;885;;1
3671;5533;Undirected;886;;1
4972;5726;Undirected;887;;1
